day,satellite_id,clock_type,profile,anomaly_start_day,freq_offset_y,clock_bias_ns,steering_reset,steering_correction_ns,trb_core_temp_c,rafs_signal_level,bus_voltage_v
1650,IRNSS-1I,imported,slow_drift,1750.0,1.2681410939206473e-12,109.5673905147439,True,109.5673905147439,14.57840728970562,0.9970439269624954,50.05175208123911
1651,IRNSS-1I,imported,slow_drift,1750.0,1.343687827713498e-12,116.09462831444624,True,116.09462831444624,14.915097209116784,0.9964728737260582,50.0233246942422
1652,IRNSS-1I,imported,slow_drift,1750.0,1.282710420343384e-12,110.8261803176684,True,110.8261803176684,14.441401237369496,1.0005472854880768,49.99793314846064
1653,IRNSS-1I,imported,slow_drift,1750.0,1.2425064239457164e-12,107.35255502890988,True,107.35255502890988,14.438524481984771,1.0007441898307516,50.00143402765142
1654,IRNSS-1I,imported,slow_drift,1750.0,1.2965078384121832e-12,112.01827723881264,True,112.01827723881264,14.552583468055028,0.9993169506304784,50.08917515156829
1655,IRNSS-1I,imported,slow_drift,1750.0,1.303553385222763e-12,112.62701248324672,True,112.62701248324672,14.362328605633008,0.998539037829325,50.02137602775561
1656,IRNSS-1I,imported,slow_drift,1750.0,1.3516158245829072e-12,116.77960724396318,True,116.77960724396318,14.320124445282753,0.999362116750668,50.030985905477145
1657,IRNSS-1I,imported,slow_drift,1750.0,1.3377300065443464e-12,115.57987256543151,True,115.57987256543151,14.520453536624094,1.0009694720156117,50.10492381039394
1658,IRNSS-1I,imported,slow_drift,1750.0,1.2882402420304354e-12,111.30395691142962,True,111.30395691142962,14.389502793582992,1.000317356254505,50.02697692808112
1659,IRNSS-1I,imported,slow_drift,1750.0,1.338232229227801e-12,115.623264605282,True,115.623264605282,14.325037547203369,1.0010444723747192,50.083015875953166
1660,IRNSS-1I,imported,slow_drift,1750.0,1.404667471036579e-12,121.3632694975604,True,121.3632694975604,14.357914693894328,0.9977057747300756,50.08999205204952
1661,IRNSS-1I,imported,slow_drift,1750.0,1.4310206116453506e-12,123.64018084615827,True,123.64018084615827,14.40966023789087,0.9979985261726086,50.03719358442675
1662,IRNSS-1I,imported,slow_drift,1750.0,1.4578800600252241e-12,125.96083718617936,True,125.96083718617936,14.169110170580872,0.9995601769962617,50.04965558345389
1663,IRNSS-1I,imported,slow_drift,1750.0,1.4752362995299845e-12,127.46041627939064,True,127.46041627939064,14.544269677771512,1.0034625338735026,50.05914470589613
1664,IRNSS-1I,imported,slow_drift,1750.0,1.4595957807726293e-12,126.10907545875516,True,126.10907545875516,14.421996027698247,1.0021928568603535,50.03526292978847
1665,IRNSS-1I,imported,slow_drift,1750.0,1.3949249274052872e-12,120.52151372781682,True,120.52151372781682,14.41683661758578,1.00268391594164,49.98513592673837
1666,IRNSS-1I,imported,slow_drift,1750.0,1.3810841515230477e-12,119.3256706915913,True,119.3256706915913,14.35429014167368,0.9969085306382488,50.0551909860385
1667,IRNSS-1I,imported,slow_drift,1750.0,1.4228207665484308e-12,122.9317142297844,True,122.9317142297844,14.489522160907352,0.9911697599480596,50.04996058416948
1668,IRNSS-1I,imported,slow_drift,1750.0,1.4226672291542784e-12,122.91844859892966,True,122.91844859892966,14.10102489528586,0.994039047149102,50.02040103031201
1669,IRNSS-1I,imported,slow_drift,1750.0,1.3899152028091805e-12,120.0886735227132,True,120.0886735227132,14.109327573996838,1.0044543464923186,49.998639233721605
1670,IRNSS-1I,imported,slow_drift,1750.0,1.3791260318030518e-12,119.15648914778367,True,119.15648914778367,14.107660259974296,1.0005423802538949,49.971061409183605
1671,IRNSS-1I,imported,slow_drift,1750.0,1.3893228864168014e-12,120.03749738641164,True,120.03749738641164,14.168057913554376,1.001616040612037,49.929972288895335
1672,IRNSS-1I,imported,slow_drift,1750.0,1.3644657720307408e-12,117.889842703456,True,117.889842703456,14.06508884591039,0.9964980951120188,49.949960464249095
1673,IRNSS-1I,imported,slow_drift,1750.0,1.3499263681559706e-12,116.63363820867586,True,116.63363820867586,14.061957051913389,0.9993253701643918,49.968415409787184
1674,IRNSS-1I,imported,slow_drift,1750.0,1.3684697357273644e-12,118.2357851668443,True,118.2357851668443,14.170153148665891,1.0007395648035629,49.89198806239937
1675,IRNSS-1I,imported,slow_drift,1750.0,1.2981758606012918e-12,112.16239435595162,True,112.16239435595162,13.800592902039591,0.9960479288724556,49.969091672935065
1676,IRNSS-1I,imported,slow_drift,1750.0,1.3746735977926739e-12,118.77179884928704,True,118.77179884928704,14.068634438587276,1.0042214917308003,49.97588075433432
1677,IRNSS-1I,imported,slow_drift,1750.0,1.3349559793700599e-12,115.34019661757318,True,115.34019661757318,13.902664821152936,1.0040671648221944,49.92720753125484
1678,IRNSS-1I,imported,slow_drift,1750.0,1.3496725728521972e-12,116.61171029442984,True,116.61171029442984,14.121210838364888,1.0008551205819152,49.93304304377199
1679,IRNSS-1I,imported,slow_drift,1750.0,1.3010712961162438e-12,112.41255998444346,True,112.41255998444346,13.79094105937135,0.9999196386924696,50.12654664521297
1680,IRNSS-1I,imported,slow_drift,1750.0,1.3896106360650102e-12,120.06235895601688,True,120.06235895601688,13.940556832743471,0.99859252243675,50.08020833399714
1681,IRNSS-1I,imported,slow_drift,1750.0,1.3109284920409882e-12,113.26422171234138,True,113.26422171234138,13.514902235271496,0.9983908555525142,50.08100080607402
1682,IRNSS-1I,imported,slow_drift,1750.0,1.3711765052022017e-12,118.46965004947022,True,118.46965004947022,13.66292253711296,1.0032648252118896,50.08857950374627
1683,IRNSS-1I,imported,slow_drift,1750.0,1.4138984960424297e-12,122.16083005806593,True,122.16083005806593,13.870517179313122,1.000594708553973,50.105491173187126
1684,IRNSS-1I,imported,slow_drift,1750.0,1.3761394391099529e-12,118.8984475390999,True,118.8984475390999,13.752999960318972,0.9969160256650804,50.06931740961391
1685,IRNSS-1I,imported,slow_drift,1750.0,1.3392665101040994e-12,115.7126264729942,True,115.7126264729942,13.450088535212045,1.0010840632635531,50.11740290797899
1686,IRNSS-1I,imported,slow_drift,1750.0,1.2954662001347316e-12,111.9282796916408,True,111.9282796916408,13.470378370843884,0.9990240956748548,50.07721288351073
1687,IRNSS-1I,imported,slow_drift,1750.0,1.289724581288835e-12,111.43220382335534,True,111.43220382335534,13.423739811135585,1.0072837250011335,50.08131430677594
1688,IRNSS-1I,imported,slow_drift,1750.0,1.2845143765978761e-12,110.9820421380565,True,110.9820421380565,13.223096869051751,0.996529987301988,50.039495313379895
1689,IRNSS-1I,imported,slow_drift,1750.0,1.2767905309647826e-12,110.31470187535722,True,110.31470187535722,13.421018633476502,0.997474320898918,49.96531296726637
1690,IRNSS-1I,imported,slow_drift,1750.0,1.3627683930476909e-12,117.74318915932048,True,117.74318915932048,13.356904185217047,0.9942842698491954,50.05442610534389
1691,IRNSS-1I,imported,slow_drift,1750.0,1.398784211169432e-12,120.85495584503892,True,120.85495584503892,13.343876641919252,0.9987202264412725,49.98926304620949
1692,IRNSS-1I,imported,slow_drift,1750.0,1.4052693111828297e-12,121.41526848619648,True,121.41526848619648,13.213554298230708,0.9986187969845522,49.95890269392847
1693,IRNSS-1I,imported,slow_drift,1750.0,1.4304077441770644e-12,123.58722909689835,True,123.58722909689835,13.02237188718892,0.9997516751573884,50.01584144826218
1694,IRNSS-1I,imported,slow_drift,1750.0,1.4824285066220826e-12,128.08182297214793,True,128.08182297214793,13.205371807944283,0.9879987335461516,49.87134819549023
